Main Topic,Subtopic,Learning Outcome,Subject,Exam Board,Qualification,Level,Component Name,Paper Code,Duration (min),Total Marks,Weighting (%)
Assessment objectives,"AO2 Handling, applying and evaluating information",demonstrate an awareness of the limitations of biological theories and models,Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Assessment objectives,"AO2 Handling, applying and evaluating information",solve problems.,Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Cell structure,The microscope in cell studies,make temporary preparations of cellular material suitable for viewing with a light microscope,Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Cell structure,The microscope in cell studies,draw cells from microscope slides and photomicrographs,Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Cell structure,The microscope in cell studies,"calculate magnifications of images and actual sizes of specimens from drawings, photomicrographs and electron micrographs (scanning and transmission)",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Cell structure,The microscope in cell studies,"use an eyepiece graticule and stage micrometer scale to make measurements and use the appropriate units, millimetre (mm), micrometre (µm) and nanometre (nm)",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Cell structure,The microscope in cell studies,"define resolution and magnification and explain the differences between these terms, with reference to light microscopy and electron microscopy",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Cell structure,Cells as the basic units of living organisms,"recognise organelles and other cell structures found in eukaryotic cells and outline their structures and functions, limited to: • cell surface membrane • nucleus, nuclear envelope and nucleolus • rough endoplasmic reticulum • smooth endoplasmic reticulum • Golgi body (Golgi apparatus or Golgi complex) • mitochondria (including the presence of small circular DNA) • ribosomes (80S in the cytoplasm and 70S in chloroplasts and mitochondria) • lysosomes • centrioles and microtubules • cilia • microvilli • chloroplasts (including the presence of small circular DNA) • cell wall • plasmodesmata • large permanent vacuole and tonoplast of plant cells",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Cell structure,Cells as the basic units of living organisms,"describe and interpret photomicrographs, electron micrographs and drawings of typical plant and animal cells",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Cell structure,Cells as the basic units of living organisms,compare the structure of typical plant and animal cells,Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Cell structure,Cells as the basic units of living organisms,state that cells use ATP from respiration for energy-requiring processes,Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Cell structure,Cells as the basic units of living organisms,"outline key structural features of a prokaryotic cell as found in a typical bacterium, including: • unicellular • generally 1–5 µm diameter • peptidoglycan cell walls • circular DNA • 70S ribosomes • absence of organelles surrounded by double membranes",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Cell structure,Cells as the basic units of living organisms,compare the structure of a prokaryotic cell as found in a typical bacterium with the structures of typical eukaryotic cells in plants and animals,Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Cell structure,Cells as the basic units of living organisms,"state that all viruses are non-cellular structures with a nucleic acid core (either DNA or RNA) and a capsid made of protein, and that some viruses have an outer envelope made of phospholipids",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Biological molecules,Testing for biological molecules,"describe and carry out the Benedict’s test for reducing sugars, the iodine test for starch, the emulsion test for lipids and the biuret test for proteins",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Biological molecules,Testing for biological molecules,describe and carry out a semi-quantitative Benedict’s test on a reducing sugar solution by standardising the test and using the results (time to first colour change or comparison to colour standards) to estimate the concentration,Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Biological molecules,Testing for biological molecules,"describe and carry out a test to identify the presence of non-reducing sugars, using acid hydrolysis and Benedict’s solution",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Biological molecules,Carbohydrates and lipids,describe and draw the ring forms of α-glucose and β-glucose,Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Biological molecules,Carbohydrates and lipids,"define the terms monomer, polymer, macromolecule, monosaccharide, disaccharide and polysaccharide",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Biological molecules,Carbohydrates and lipids,state the role of covalent bonds in joining smaller molecules together to form polymers,Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Biological molecules,Carbohydrates and lipids,"state that glucose, fructose and maltose are reducing sugars and that sucrose is a non-reducing sugar",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Biological molecules,Carbohydrates and lipids,"describe the formation of a glycosidic bond by condensation, with reference to disaccharides, including sucrose, and polysaccharides",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Biological molecules,Carbohydrates and lipids,"describe the breakage of a glycosidic bond in polysaccharides and disaccharides by hydrolysis, with reference to the non-reducing sugar test",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Biological molecules,Carbohydrates and lipids,describe the molecular structure of the polysaccharides starch (amylose and amylopectin) and glycogen and relate their structures to their functions in living organisms,Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Biological molecules,Carbohydrates and lipids,describe the molecular structure of the polysaccharide cellulose and outline how the arrangement of cellulose molecules contributes to the function of plant cell walls,Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Biological molecules,Carbohydrates and lipids,"state that triglycerides are non-polar hydrophobic molecules and describe the molecular structure of triglycerides with reference to fatty acids (saturated and unsaturated), glycerol and the formation of ester bonds",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Biological molecules,Carbohydrates and lipids,relate the molecular structure of triglycerides to their functions in living organisms,Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Biological molecules,Carbohydrates and lipids,describe the molecular structure of phospholipids with reference to their hydrophilic (polar) phosphate heads and hydrophobic (non-polar) fatty acid tails,Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Biological molecules,Proteins,describe and draw the general structure of an amino acid and the formation and breakage of a peptide bond,Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Biological molecules,Proteins,"explain the meaning of the terms primary structure, secondary structure, tertiary structure and quaternary structure of proteins",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Biological molecules,Proteins,"describe the types of interaction that hold protein molecules in shape: • hydrophobic interactions • hydrogen bonding • ionic bonding • covalent bonding, including disulfide bonds",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Biological molecules,Proteins,state that globular proteins are generally soluble and have physiological roles and fibrous proteins are generally insoluble and have structural roles,Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Biological molecules,Proteins,"describe the structure of a molecule of haemoglobin as an example of a globular protein, including the formation of its quaternary structure from two alpha (α) chains (α–globin), two beta (β) chains (β–globin) and a haem group",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Biological molecules,Proteins,"relate the structure of haemoglobin to its function, including the importance of iron in the haem group",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Biological molecules,Proteins,"describe the structure of a molecule of collagen as an example of a fibrous protein, and the arrangement of collagen molecules to form collagen fibres",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Biological molecules,Proteins,relate the structures of collagen molecules and collagen fibres to their function,Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Biological molecules,Water,"explain how hydrogen bonding occurs between water molecules and relate the properties of water to its roles in living organisms, limited to solvent action, high specific heat capacity and latent heat of vaporisation",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Enzymes,Mode of action of enzymes,state that enzymes are globular proteins that catalyse reactions inside cells (intracellular enzymes) or are secreted to catalyse reactions outside cells (extracellular enzymes),Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Enzymes,Mode of action of enzymes,"explain the mode of action of enzymes in terms of an active site, enzyme–substrate complex, lowering of activation energy and enzyme specificity, including the lock-and-key hypothesis and the induced-fit hypothesis",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Enzymes,Mode of action of enzymes,investigate the progress of enzyme-catalysed reactions by measuring rates of formation of products using catalase and rates of disappearance of substrate using amylase,Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Enzymes,Mode of action of enzymes,outline the use of a colorimeter for measuring the progress of enzyme-catalysed reactions that involve colour changes,Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Enzymes,Factors that affect enzyme action,investigate and explain the effects of the following factors on the rate of enzyme-catalysed reactions: • temperature • pH (using buffer solutions) • enzyme concentration • substrate concentration • inhibitor concentration,Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Enzymes,Factors that affect enzyme action,"explain that the maximum rate of reaction (Vmax) is used to derive the Michaelis–Menten constant (Km), which is used to compare the affinity of different enzymes for their substrates",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Enzymes,Factors that affect enzyme action,"explain the effects of reversible inhibitors, both competitive and non-competitive, on enzyme activity",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Enzymes,Factors that affect enzyme action,"investigate the difference in activity between an enzyme immobilised in alginate and the same enzyme free in solution, and state the advantages of using immobilised enzymes",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Cell membranes and transport,Fluid mosaic membranes,describe the fluid mosaic model of membrane structure with reference to the hydrophobic and hydrophilic interactions that account for the formation of the phospholipid bilayer and the arrangement of proteins,Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Cell membranes and transport,Fluid mosaic membranes,"describe the arrangement of cholesterol, glycolipids and glycoproteins in cell surface membranes",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Cell membranes and transport,Fluid mosaic membranes,"describe the roles of phospholipids, cholesterol, glycolipids, proteins and glycoproteins in cell surface membranes, with reference to stability, fluidity, permeability, transport (carrier proteins and channel proteins), cell signalling (cell surface receptors) and cell recognition (cell surface antigens – see 11.1.2)",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Cell membranes and transport,Fluid mosaic membranes,outline the main stages in the process of cell signalling leading to specific responses: • secretion of specific chemicals (ligands) from cells • transport of ligands to target cells • binding of ligands to cell surface receptors on target cells,Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Cell membranes and transport,Movement into and out of cells,"describe and explain the processes of simple diffusion, facilitated diffusion, osmosis, active transport, endocytosis and exocytosis",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Cell membranes and transport,Movement into and out of cells,"investigate simple diffusion and osmosis using plant tissue and non-living materials, including dialysis (Visking) tubing and agar",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Cell membranes and transport,Movement into and out of cells,illustrate the principle that surface area to volume ratios decrease with increasing size by calculating surface areas and volumes of simple 3-D shapes (as shown in the Mathematical requirements),Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Cell membranes and transport,Movement into and out of cells,investigate the effect of changing surface area to volume ratio on diffusion using agar blocks of different sizes,Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Cell membranes and transport,Movement into and out of cells,"investigate the effects of immersing plant tissues in solutions of different water potentials, using the results to estimate the water potential of the tissues",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Cell membranes and transport,Movement into and out of cells,explain the movement of water between cells and solutions in terms of water potential and explain the different effects of the movement of water on plant cells and animal cells (knowledge of solute potential and pressure potential is not expected),Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
The mitotic cell cycle,Replication and division of nuclei and cells,"describe the structure of a chromosome, limited to: • DNA • histone proteins • sister chromatids • centromere • telomeres",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
The mitotic cell cycle,Replication and division of nuclei and cells,explain the importance of mitosis in the production of genetically identical daughter cells during: • growth of multicellular organisms • replacement of damaged or dead cells • repair of tissues by cell replacement • asexual reproduction,Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
The mitotic cell cycle,Replication and division of nuclei and cells,"outline the mitotic cell cycle, including: • interphase (growth in G1 and G2 phases and DNA replication in S phase) • mitosis • cytokinesis",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
The mitotic cell cycle,Replication and division of nuclei and cells,outline the role of telomeres in preventing the loss of genes from the ends of chromosomes during DNA replication,Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
The mitotic cell cycle,Replication and division of nuclei and cells,outline the role of stem cells in cell replacement and tissue repair by mitosis,Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
The mitotic cell cycle,Replication and division of nuclei and cells,explain how uncontrolled cell division can result in the formation of a tumour,Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
The mitotic cell cycle,Chromosome behaviour in mitosis,"describe the behaviour of chromosomes in plant and animal cells during the mitotic cell cycle and the associated behaviour of the nuclear envelope, the cell surface membrane and the spindle (names of the main stages of mitosis are expected: prophase, metaphase, anaphase and telophase)",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
The mitotic cell cycle,Chromosome behaviour in mitosis,"interpret photomicrographs, diagrams and microscope slides of cells in different stages of the mitotic cell cycle and identify the main stages of mitosis",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Nucleic acids and protein synthesis,Structure of nucleic acids and replication of DNA,"describe the structure of nucleotides, including the phosphorylated nucleotide ATP (structural formulae are not expected)",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Nucleic acids and protein synthesis,Structure of nucleic acids and replication of DNA,"state that the bases adenine and guanine are purines with a double ring structure, and that the bases cytosine, thymine and uracil are pyrimidines with a single ring structure (structural formulae for bases are not expected)",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Nucleic acids and protein synthesis,Structure of nucleic acids and replication of DNA,"describe the structure of a DNA molecule as a double helix, including: • the importance of complementary base pairing between the 5′ to 3′ strand and the 3′ to 5′ strand (antiparallel strands) • differences in hydrogen bonding between C–G and A–T base pairs • linking of nucleotides by phosphodiester bonds",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Nucleic acids and protein synthesis,Structure of nucleic acids and replication of DNA,"describe the semi-conservative replication of DNA during the S phase of the cell cycle, including: • the roles of DNA polymerase and DNA ligase (knowledge of other enzymes in DNA replication in cells and different types of DNA polymerase is not expected) • the differences between leading strand and lagging strand replication as a consequence of DNA polymerase adding nucleotides only in a 5′ to 3′ direction",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Nucleic acids and protein synthesis,Structure of nucleic acids and replication of DNA,"describe the structure of an RNA molecule, using the example of messenger RNA (mRNA)",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Nucleic acids and protein synthesis,Protein synthesis,state that a polypeptide is coded for by a gene and that a gene is a sequence of nucleotides that forms part of a DNA molecule,Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Nucleic acids and protein synthesis,Protein synthesis,describe the principle of the universal genetic code in which different triplets of DNA bases either code for specific amino acids or correspond to start and stop codons,Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Nucleic acids and protein synthesis,Protein synthesis,"describe how the information in DNA is used during transcription and translation to construct polypeptides, including the roles of: • RNA polymerase • messenger RNA (mRNA) • codons • transfer RNA (tRNA) • anticodons • ribosomes",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Nucleic acids and protein synthesis,Protein synthesis,state that the strand of a DNA molecule that is used in transcription is called the transcribed or template strand and that the other strand is called the non-transcribed strand,Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Nucleic acids and protein synthesis,Protein synthesis,"explain that, in eukaryotes, the RNA molecule formed following transcription (primary transcript) is modified by the removal of non-coding sequences (introns) and the joining together of coding sequences (exons) to form mRNA",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Nucleic acids and protein synthesis,Protein synthesis,state that a gene mutation is a change in the sequence of base pairs in a DNA molecule that may result in an altered polypeptide,Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Nucleic acids and protein synthesis,Protein synthesis,explain that a gene mutation is a result of substitution or deletion or insertion of nucleotides in DNA and outline how each of these types of mutation may affect the polypeptide produced,Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Transport in plants,Structure of transport tissues,"draw plan diagrams of transverse sections of stems, roots and leaves of herbaceous dicotyledonous plants from microscope slides and photomicrographs",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Transport in plants,Structure of transport tissues,"describe the distribution of xylem and phloem in transverse sections of stems, roots and leaves of herbaceous dicotyledonous plants",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Transport in plants,Structure of transport tissues,"draw and label xylem vessel elements, phloem sieve tube elements and companion cells from microscope slides, photomicrographs and electron micrographs",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Transport in plants,Structure of transport tissues,"relate the structure of xylem vessel elements, phloem sieve tube elements and companion cells to their functions",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Transport in plants,Transport mechanisms,state that some mineral ions and organic compounds can be transported within plants dissolved in water,Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Transport in plants,Transport mechanisms,"describe the transport of water from the soil to the xylem through the: • apoplast pathway, including reference to lignin and cellulose • symplast pathway, including reference to the endodermis, Casparian strip and suberin",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Transport in plants,Transport mechanisms,explain that transpiration involves the evaporation of water from the internal surfaces of leaves followed by diffusion of water vapour to the atmosphere,Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Transport in plants,Transport mechanisms,explain how hydrogen bonding of water molecules is involved with movement of water in the xylem by cohesion-tension in transpiration pull and by adhesion to cellulose in cell walls,Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Transport in plants,Transport mechanisms,make annotated drawings of transverse sections of leaves from xerophytic plants to explain how they are adapted to reduce water loss by transpiration,Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Transport in plants,Transport mechanisms,"state that assimilates dissolved in water, such as sucrose and amino acids, move from sources to sinks in phloem sieve tubes",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Transport in plants,Transport mechanisms,"explain how companion cells transfer assimilates to phloem sieve tubes, with reference to proton pumps and cotransporter proteins",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Transport in plants,Transport mechanisms,explain mass flow in phloem sieve tubes down a hydrostatic pressure gradient from source to sink,Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Transport in mammals,The circulatory system,"state that the mammalian circulatory system is a closed double circulation consisting of a heart, blood and blood vessels including arteries, arterioles, capillaries, venules and veins",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Transport in mammals,The circulatory system,"describe the functions of the main blood vessels of the pulmonary and systemic circulations, limited to pulmonary artery, pulmonary vein, aorta and vena cava",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Transport in mammals,The circulatory system,"recognise arteries, veins and capillaries from microscope slides, photomicrographs and electron micrographs and make plan diagrams showing the structure of arteries and veins in transverse section (TS) and longitudinal section (LS)",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Transport in mammals,The circulatory system,"explain how the structure of muscular arteries, elastic arteries, veins and capillaries are each related to their functions",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Transport in mammals,The circulatory system,"recognise and draw red blood cells, monocytes, neutrophils and lymphocytes from microscope slides, photomicrographs and electron micrographs",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
Transport in mammals,The circulatory system,"state that water is the main component of blood and tissue fluid and relate the properties of water to its role in transport in mammals, limited to solvent action and high specific heat capacity",Biology,Cambridge Assessment International Education,Cambridge International AS & A Level,AS Level,Paper 1 Multiple Choice,Paper 1,75,40,31
